,tv_spend,radio_spend,sales
126,41.81066446651219,16.167608400368728,62.998883781317716
127,43.732876246535454,13.349314684777537,57.89707341295799
128,5.312845873903582,14.337370667896364,28.544445630712378
129,27.983628615990458,16.12006071928592,54.12755535654225
130,23.783495141695056,17.91010149453376,47.57098697559549
131,14.99485147118286,7.4219079801791805,28.606791066576417
132,10.393941530015727,8.136076100158936,26.188270672338216
133,20.192682713163258,2.785656856976511,25.31254125456124
134,47.43093667606336,11.987322678927306,62.74490766860104
135,19.544131940933987,1.6829032021380996,24.646979791751694
136,28.345577978451473,9.846362344516743,42.61968328967291
137,36.635853150283005,11.310248059443955,49.225536155021054
138,21.363332107068228,6.444283790437404,32.033669967663116
139,48.73019372244323,12.225831950811205,65.02216756490871
140,48.310128272395005,1.5795047488419391,54.72795196715096
141,16.330203312141386,1.709615586235074,24.626534162664953
142,27.376182765157346,16.629410652533508,56.0534046442165
143,18.539523941754634,7.843622186813995,28.795875483091816
144,17.81782224698604,3.414149740385811,27.749981620912443
145,6.659912630953976,10.922621941041283,24.651093714323178
146,32.43039502909536,15.629877508873605,59.51261733648717
147,27.620556045298766,5.10059952244002,33.554325011631455
148,7.316543806249521,12.834919040561005,24.467626747755446
149,17.539090890647515,2.621601834881592,22.13292606710861
